,Open,High,Low,Volume,increase
1227,7925.434081999999,8196.648438,7862.359863,19034432883.0,True
1228,8145.54541,8311.567383,8087.061035,18669407147.0,True
1229,8230.898438,8710.636719,8183.393066,19831162906.0,True
1230,8689.746094,8859.12793,8618.395508,18371033226.0,True
1231,8841.44043,9335.867188,8814.556641,23348550311.0,True
1232,8988.923828,9416.407227,8988.923828,15562951919.0,True
1233,9335.466797,9348.374023,9004.901367,15848210536.0,False
1234,9078.727539,9299.621094,9070.395508,15546809946.0,True
1235,9273.060547,9594.419922,9232.484375,17846823784.0,True
1236,9525.074219,10144.556641,9525.074219,20624008643.0,True
1237,10175.923828,11157.345703,10107.035156,29995204861.0,True
1238,10696.691406,11246.144531,10556.095703,20998326502.0,True
1239,10853.744141,11065.896484,10610.427734,19271652365.0,True
1240,11007.202148,11790.916992,11007.202148,24879684533.0,True
1241,11778.581055,13796.489258000001,11755.597656,45105733173.0,True
1242,13017.125,13311.144531,10491.852539,39977475223.0,False
1243,11162.167969,12445.174805,10914.495117,35087757766.0,True
1244,12400.763672,12400.910156,11508.378906,29923961128.0,False
1245,11931.991211,12178.383789,10799.008789,27256473494.0,False
1246,10796.930664,11206.439453,10089.314453,29378589324.0,False
1247,10588.683594,10912.188477,9737.884766,31015895223.0,True
1248,10818.15625,11968.078125,10818.15625,30796494294.0,True
1249,11972.71875,12006.075195,11166.569336,25920294033.0,False
1250,11203.102539,11395.661133,10874.964844,23838480210.0,False
1251,10982.543945,11620.964844,10982.543945,21092024306.0,True
1252,11217.616211,11541.620117,11148.804688,19369044277.0,True
1253,11446.59668,12345.833008,11393.374023,23482551458.0,True
1254,12284.326172,12779.131836,12233.261719,28167921523.0,True
1255,12571.537109,13129.529297,11710.978516,33627574244.0,False
1256,12139.713867,12144.623047,11158.922852,28595327690.0,False
1257,11354.299805,11905.487305,11179.144531,23534692797.0,True
1258,11813.126953,11841.957031,10908.479492,21042616384.0,False
1259,11381.020508,11451.204102,10234.576172,22486000001.0,False
1260,10257.838867,11052.766602,9992.006836,25384047207.0,True
1261,10896.65332,10996.632813,9448.106445,24151199070.0,False
1262,9471.213867,9963.134766,9163.134766,24569921549.0,True
1263,9698.50293,10736.842773,9376.798828,25187024648.0,True
1264,10653.956055,10716.980469,10229.628906,20727426310.0,False
1265,10525.819336,11048.662109,10451.276367,20206615155.0,True
1266,10777.529297,10841.887695,10389.599609,17130580467.0,False
1267,10596.948242,10651.791016,10154.921875,16334414913.0,False
1268,10346.748047,10346.748047,9883.594727,17851916995.0,False
1269,9887.730469,9908.796875,9614.306641,17398734322.0,False
1270,9809.09668,10154.253906,9773.957031,15821952090.0,True
1271,9913.126953,9916.517578,9717.982422,14495714483.0,False
1272,9871.165039,10167.320313,9411.521484,16817809536.0,False
1273,9491.626953,9575.544922,9252.296875,13738687093.0,True
1274,9548.178711,9681.648438,9472.948242,13791445323.0,False
1275,9522.329102,9701.759766,9437.335938,13829811132.0,True
1276,9604.050781,10085.62793,9598.097656,16631520648.0,True
1277,10077.442383,10446.919922,9922.019531,17165337858.0,True
1278,10402.042969,10657.953125,10371.013672,17489094082.0,True
1279,10519.27832,10946.78125,10503.504883,15352685061.0,True
1280,10821.632813,11009.207031,10620.27832,16530894787.0,True
